HC,HC-TL,PC-stable,PCS-TL
628.0,301.0,940.6666666666666,467.3333333333333
361.0,297.6666666666667,803.6666666666666,540.6666666666666
864.6666666666666,398.3333333333333,1112.0,525.6666666666666
673.6666666666666,152.33333333333334,742.6666666666666,627.6666666666666
406.0,240.66666666666666,585.3333333333334,504.0
35.333333333333336,35.0,37.0,13.333333333333334
41.0,31.666666666666668,13.333333333333334,16.0
62.0,26.666666666666668,93.66666666666667,16.0
13.0,11.666666666666666,5.0,16.0
12.333333333333334,6.0,5.333333333333333,7.333333333333333
48.0,64.33333333333333,110.0,85.66666666666667
6.333333333333333,48.666666666666664,110.0,72.0
119.33333333333333,81.0,173.33333333333334,74.66666666666667
4.0,11.666666666666666,81.33333333333333,112.66666666666667
2.3333333333333335,24.333333333333332,75.0,96.66666666666667
176.66666666666666,130.0,400.3333333333333,226.0
133.66666666666666,90.0,342.6666666666667,278.3333333333333
271.3333333333333,206.0,506.6666666666667,224.66666666666666
104.0,58.333333333333336,290.0,305.3333333333333
103.66666666666667,57.333333333333336,246.33333333333334,256.0
5186.0,4066.6666666666665,5463.0,3244.0
4381.333333333333,3381.3333333333335,4823.0,3927.3333333333335
6769.333333333333,6018.333333333333,8010.0,3252.3333333333335
3462.3333333333335,1954.0,4629.0,4346.666666666667
3479.0,1709.6666666666667,4308.0,3830.6666666666665
47.0,11.333333333333334,53.666666666666664,9.0
6.666666666666667,7.666666666666667,25.333333333333332,11.0
97.33333333333333,50.666666666666664,66.66666666666667,9.0
4.0,9.333333333333334,14.666666666666666,11.0
4.666666666666667,11.666666666666666,15.0,15.666666666666666
192.66666666666666,33.666666666666664,142.33333333333334,65.66666666666667
70.0,25.666666666666668,173.33333333333334,90.0
363.0,185.0,393.3333333333333,90.66666666666667
77.66666666666667,8.0,100.0,119.0
12.0,10.666666666666666,68.33333333333333,147.0
5.0,5.666666666666667,10.0,14.666666666666666
2.6666666666666665,3.0,13.0,12.666666666666666
19.0,7.0,38.0,14.666666666666666
2.6666666666666665,6.333333333333333,6.666666666666667,8.0
7.333333333333333,7.333333333333333,10.666666666666666,10.0
10.0,12.666666666666666,40.333333333333336,51.0
12.0,18.666666666666668,25.0,49.333333333333336
107.0,24.666666666666668,153.33333333333334,39.0
10.0,7.0,19.666666666666668,33.333333333333336
10.666666666666666,14.666666666666666,12.0,38.666666666666664
8642.0,8658.0,7640.333333333333,6098.0
7399.0,7303.0,6472.333333333333,6189.0
9771.0,9390.666666666666,9528.0,5654.0
7514.666666666667,6726.0,5831.0,5911.333333333333
6549.666666666667,7321.0,5418.0,6030.666666666667
4267.0,4116.666666666667,3815.0,2878.6666666666665
4121.0,4160.333333333333,2932.6666666666665,2797.6666666666665
4399.666666666667,4420.0,4376.0,2849.3333333333335
3865.3333333333335,3820.0,2365.3333333333335,2784.0
4033.3333333333335,3627.6666666666665,2246.0,2600.6666666666665
