HC,HC-TL,PC-stable,PCS-TL
2.4477124183006533,0.9089912280701755,4.46031746031746,1.3765787016561013
1.0666666666666667,0.9194444444444444,3.0462962962962963,1.5911306042884992
13.755555555555555,1.277777777777778,11.466666666666667,1.548367446393762
3.652380952380952,0.4878502415458937,2.515151515151515,2.1209150326797386
1.2293478260869566,0.7200246994297338,1.8870573870573872,1.4793028322440087
0.8250000000000001,0.7566137566137566,0.7824074074074074,0.3757575757575758
0.8857142857142858,0.6759259259259259,0.2962962962962963,0.4000000000000001
1.3428571428571427,0.6468253968253969,2.2666666666666666,0.4000000000000001
0.296969696969697,0.3409090909090909,0.15151515151515152,0.4000000000000001
0.3063973063973064,0.1818181818181818,0.15555555555555556,0.21666666666666667
1.0000000000000002,1.33015873015873,1.9444444444444444,1.3452380952380951
0.1037037037037037,0.9035409035409036,2.0,1.125
2.566666666666667,1.6031746031746035,5.666666666666667,1.1666666666666667
0.06734006734006734,0.2148148148148148,1.3174603174603174,1.849206349206349
0.037037037037037035,0.42424242424242425,1.1904761904761905,1.5575396825396826
1.2277777777777779,0.7924242424242425,3.5714285714285716,1.3397435897435896
0.8085470085470087,0.5367521367521367,2.6210317460317456,1.7703703703703706
3.6857142857142855,1.7222222222222223,8.027777777777777,1.3602564102564105
0.6175213675213675,0.35444947209653094,1.9583333333333333,2.0083333333333333
0.621017871017871,0.3544973544973545,1.5538720538720538,1.5999999999999999
2.9041750092695584,1.9341538033653176,3.5921325051759836,1.538961038961039
2.194014447884417,1.6372729318465753,2.8632098765432104,1.9345543345543346
4.9603174603174605,3.6740240240240243,45.0,1.5442800093962885
1.6391212749875363,1.0670899107755663,2.4903596588802372,2.1991483462071693
2.4007677144932047,1.0452281435040056,2.273703420762244,1.8995642701525055
1.375,0.4166666666666667,1.5833333333333333,0.3333333333333333
0.3898989898989899,0.5328282828282829,0.7142857142857143,0.3611111111111111
7.5555555555555545,1.438095238095238,2.361111111111111,0.3333333333333333
0.20000000000000004,0.5368686868686868,0.44047619047619047,0.38425925925925924
0.2080808080808081,0.633838383838384,0.5324074074074074,0.5416666666666666
1.4952380952380953,0.5753968253968255,1.4200336700336702,0.6474673202614379
0.7150793650793652,0.45054060271451574,1.348148148148148,0.7238095238095238
5.9444444444444455,1.5748538011695905,7.5555555555555545,0.7888888888888889
0.6736111111111112,0.26877470355731226,0.7838827838827838,0.9505494505494506
0.2857142857142857,0.20629637334442827,0.5751984126984127,1.1964285714285714
0.625,0.5297619047619048,0.5111111111111111,0.7333333333333334
0.3333333333333333,0.375,0.6777777777777777,0.6444444444444444
1.0,0.5535714285714286,2.3333333333333335,0.7333333333333334
0.3333333333333333,0.6130952380952381,0.48611111111111116,0.4222222222222222
0.7380952380952381,0.7380952380952381,0.5587301587301586,0.5111111111111111
0.41904761904761906,0.5142857142857142,0.7855477855477856,0.8727272727272727
0.42857142857142855,0.5860805860805861,0.6196581196581196,0.8484848484848486
5.457142857142856,0.7452380952380953,2.85,0.6818181818181818
0.41904761904761906,0.4666666666666666,0.6117216117216117,0.6414141414141414
0.38095238095238093,0.5238095238095238,0.42857142857142855,0.7552447552447553
7.044522144522145,6.361990950226244,4.115151515151516,2.4949874686716793
4.005938505938507,3.7805429864253397,2.854319052594915,2.532330827067669
18.203030303030303,9.243386243386242,10.743145743145744,2.2329910141206675
4.123847167325429,2.9919709919709923,2.3990620490620493,2.449221910986617
3.0077958705832266,3.757096830372692,2.2145931645931647,2.5609031491384435
18.38888888888889,14.444444444444445,7.708080808080808,3.1419504643962846
24.166666666666668,19.666666666666668,3.278508771929824,3.0804953560371513
51.444444444444436,28.083333333333332,12.178571428571429,3.161622807017544
10.541666666666666,8.476851851851853,2.2560386473429954,2.9
13.211111111111114,8.845751633986929,2.0625335480407943,2.634920634920635
